date,ws-2,ws-1,ws,ws+1,wd-2,wd-1,wd,wd+1,hour_from_06,week,month,production
2009-07-01 03:00:00,3.84,3.39,2.99,2.67,120.2,121.76,124.85,129.09,3,27,7,0.085
2009-07-01 04:00:00,3.39,2.99,2.67,2.42,121.76,124.85,129.09,132.96,2,27,7,0.032
2009-07-01 05:00:00,2.99,2.67,2.42,2.24,124.85,129.09,132.96,134.05,1,27,7,0.011000000000000001
2009-07-01 06:00:00,2.67,2.42,2.24,2.11,129.09,132.96,134.05,130.46,0,27,7,0.0
2009-07-01 07:00:00,2.42,2.24,2.11,2.08,132.96,134.05,130.46,124.72,1,27,7,0.011000000000000001
2009-07-01 08:00:00,2.24,2.11,2.08,2.16,134.05,130.46,124.72,121.38,2,27,7,0.016
2009-07-01 09:00:00,2.11,2.08,2.16,2.32,130.46,124.72,121.38,123.11,3,27,7,0.0
2009-07-01 10:00:00,2.08,2.16,2.32,2.53,124.72,121.38,123.11,127.29,4,27,7,0.005
2009-07-01 11:00:00,2.16,2.32,2.53,2.74,121.38,123.11,127.29,131.0,5,27,7,0.021
2009-07-01 12:00:00,2.32,2.53,2.74,2.98,123.11,127.29,131.0,131.99,6,27,7,0.021
2009-07-01 13:00:00,2.53,2.74,2.98,3.21,127.29,131.0,131.99,136.65,7,27,7,0.026000000000000002
2009-07-01 14:00:00,2.74,2.98,3.21,3.49,131.0,131.99,136.65,136.66,8,27,7,0.021
2009-07-01 15:00:00,2.98,3.21,3.49,3.79,131.99,136.65,136.66,134.24,9,27,7,0.016
2009-07-01 16:00:00,3.21,3.49,3.79,4.1,136.65,136.66,134.24,131.45,10,27,7,0.021
2009-07-01 17:00:00,3.49,3.79,4.1,4.38,136.66,134.24,131.45,129.85,11,27,7,0.016
2009-07-01 18:00:00,3.79,4.1,4.38,4.58,134.24,131.45,129.85,130.13,12,27,7,0.032
2009-07-01 19:00:00,4.1,4.38,4.58,4.64,131.45,129.85,130.13,131.16,11,27,7,0.037000000000000005
2009-07-01 20:00:00,4.38,4.58,4.64,4.46,129.85,130.13,131.16,131.6,10,27,7,0.048
2009-07-01 21:00:00,4.58,4.64,4.46,4.01,130.13,131.16,131.6,130.24,9,27,7,0.057999999999999996
2009-07-01 22:00:00,4.64,4.46,4.01,3.45,131.16,131.6,130.24,126.58,8,27,7,0.09
2009-07-01 23:00:00,4.46,4.01,3.45,2.99,131.6,130.24,126.58,120.54,7,27,7,0.127
2009-07-02 00:00:00,4.01,3.45,2.99,2.91,130.24,126.58,120.54,114.46,6,27,7,0.16399999999999998
2009-07-02 01:00:00,3.45,2.99,2.91,2.78,126.58,120.54,114.46,110.98,5,27,7,0.138
2009-07-02 02:00:00,2.99,2.91,2.78,2.67,120.54,114.46,110.98,109.87,4,27,7,0.11599999999999999
2009-07-02 03:00:00,2.91,2.78,2.67,2.55,114.46,110.98,109.87,110.5,3,27,7,0.079
2009-07-02 04:00:00,2.78,2.67,2.55,2.39,110.98,109.87,110.5,111.52,2,27,7,0.07400000000000001
2009-07-02 05:00:00,2.67,2.55,2.39,2.16,109.87,110.5,111.52,111.14,1,27,7,0.063
2009-07-02 06:00:00,2.55,2.39,2.16,1.84,110.5,111.52,111.14,107.46,0,27,7,0.07400000000000001
2009-07-02 07:00:00,2.39,2.16,1.84,1.52,111.52,111.14,107.46,101.54,1,27,7,0.057999999999999996
2009-07-02 08:00:00,2.16,1.84,1.52,1.26,111.14,107.46,101.54,98.11,2,27,7,0.053
2009-07-02 09:00:00,1.84,1.52,1.26,1.13,107.46,101.54,98.11,103.99,3,27,7,0.057999999999999996
2009-07-02 10:00:00,1.52,1.26,1.13,1.13,101.54,98.11,103.99,115.14,4,27,7,0.053
2009-07-02 11:00:00,1.26,1.13,1.13,1.23,98.11,103.99,115.14,121.73,5,27,7,0.10099999999999999
2009-07-02 12:00:00,1.13,1.13,1.23,2.14,103.99,115.14,121.73,135.01,6,27,7,0.07400000000000001
2009-07-02 13:00:00,1.13,1.23,2.14,2.7,115.14,121.73,135.01,134.43,7,27,7,0.057999999999999996
2009-07-02 14:00:00,1.23,2.14,2.7,3.35,121.73,135.01,134.43,132.82,8,27,7,0.085
