date,ws-2,ws-1,ws,ws+1,wd-2,wd-1,wd,wd+1,hour_from_06,week,month,production
2009-07-01 03:00:00,4.79,4.63,4.51,4.4,139.09,140.26,140.15,139.26,3,27,7,0.0
2009-07-01 04:00:00,4.63,4.51,4.4,4.25,140.26,140.15,139.26,138.73,2,27,7,0.0
2009-07-01 05:00:00,4.51,4.4,4.25,4.0,140.15,139.26,138.73,140.0,1,27,7,0.0
2009-07-01 06:00:00,4.4,4.25,4.0,3.66,139.26,138.73,140.0,144.27,0,27,7,0.0
2009-07-01 07:00:00,4.25,4.0,3.66,3.32,138.73,140.0,144.27,149.72,1,27,7,0.025
2009-07-01 08:00:00,4.0,3.66,3.32,3.06,140.0,144.27,149.72,152.18,2,27,7,0.0
2009-07-01 09:00:00,3.66,3.32,3.06,2.91,144.27,149.72,152.18,147.59,3,27,7,0.0
2009-07-01 10:00:00,3.32,3.06,2.91,2.85,149.72,152.18,147.59,138.5,4,27,7,0.0
2009-07-01 11:00:00,3.06,2.91,2.85,2.78,152.18,147.59,138.5,129.44,5,27,7,0.0
2009-07-01 12:00:00,2.91,2.85,2.78,2.87,147.59,138.5,129.44,128.33,6,27,7,0.0
2009-07-01 13:00:00,2.85,2.78,2.87,2.94,138.5,129.44,128.33,127.01,7,27,7,0.0
2009-07-01 14:00:00,2.78,2.87,2.94,2.98,129.44,128.33,127.01,124.49,8,27,7,0.0
2009-07-01 15:00:00,2.87,2.94,2.98,2.98,128.33,127.01,124.49,121.56,9,27,7,0.0
2009-07-01 16:00:00,2.94,2.98,2.98,2.94,127.01,124.49,121.56,119.26,10,27,7,0.0
2009-07-01 17:00:00,2.98,2.98,2.94,2.84,124.49,121.56,119.26,118.79,11,27,7,0.0
2009-07-01 18:00:00,2.98,2.94,2.84,2.67,121.56,119.26,118.79,121.23,12,27,7,0.0
2009-07-01 19:00:00,2.94,2.84,2.67,2.42,119.26,118.79,121.23,126.37,11,27,7,0.0
2009-07-01 20:00:00,2.84,2.67,2.42,2.05,118.79,121.23,126.37,134.18,10,27,7,0.0
2009-07-01 21:00:00,2.67,2.42,2.05,1.6,121.23,126.37,134.18,145.71,9,27,7,0.0
2009-07-01 22:00:00,2.42,2.05,1.6,1.15,126.37,134.18,145.71,161.69,8,27,7,0.0
2009-07-01 23:00:00,2.05,1.6,1.15,0.75,134.18,145.71,161.69,178.95,7,27,7,0.0
2009-07-02 00:00:00,1.6,1.15,0.75,1.18,145.71,161.69,178.95,164.02,6,27,7,0.0
2009-07-02 01:00:00,1.15,0.75,1.18,0.91,161.69,178.95,164.02,182.25,5,27,7,0.0
2009-07-02 02:00:00,0.75,1.18,0.91,0.61,178.95,164.02,182.25,188.3,4,27,7,0.0
2009-07-02 03:00:00,1.18,0.91,0.61,0.28,164.02,182.25,188.3,167.07,3,27,7,0.0
2009-07-02 04:00:00,0.91,0.61,0.28,0.27,182.25,188.3,167.07,93.85,2,27,7,0.0
2009-07-02 05:00:00,0.61,0.28,0.27,0.39,188.3,167.07,93.85,83.91,1,27,7,0.0
2009-07-02 06:00:00,0.28,0.27,0.39,0.34,167.07,93.85,83.91,116.49,0,27,7,0.0
2009-07-02 07:00:00,0.27,0.39,0.34,0.46,93.85,83.91,116.49,169.02,1,27,7,0.0
2009-07-02 08:00:00,0.39,0.34,0.46,0.68,83.91,116.49,169.02,192.96,2,27,7,0.0
2009-07-02 09:00:00,0.34,0.46,0.68,0.74,116.49,169.02,192.96,205.3,3,27,7,0.0
2009-07-02 10:00:00,0.46,0.68,0.74,0.69,169.02,192.96,205.3,207.14,4,27,7,0.0
2009-07-02 11:00:00,0.68,0.74,0.69,0.73,192.96,205.3,207.14,185.46,5,27,7,0.0
2009-07-02 12:00:00,0.74,0.69,0.73,2.71,205.3,207.14,185.46,124.62,6,27,7,0.0
2009-07-02 13:00:00,0.69,0.73,2.71,3.76,207.14,185.46,124.62,130.14,7,27,7,0.0
2009-07-02 14:00:00,0.73,2.71,3.76,4.26,185.46,124.62,130.14,133.11,8,27,7,0.0
2009-07-02 15:00:00,2.71,3.76,4.26,4.35,124.62,130.14,133.11,135.44,9,27,7,0.0
2009-07-02 16:00:00,3.76,4.26,4.35,4.21,130.14,133.11,135.44,137.56,10,27,7,0.0
2009-07-02 17:00:00,4.26,4.35,4.21,4.02,133.11,135.44,137.56,139.41,11,27,7,0.025
2009-07-02 18:00:00,4.35,4.21,4.02,3.92,135.44,137.56,139.41,140.61,12,27,7,0.0
2009-07-02 19:00:00,4.21,4.02,3.92,3.88,137.56,139.41,140.61,141.02,11,27,7,0.025
2009-07-02 20:00:00,4.02,3.92,3.88,3.81,139.41,140.61,141.02,140.65,10,27,7,0.076
2009-07-02 21:00:00,3.92,3.88,3.81,3.66,140.61,141.02,140.65,139.55,9,27,7,0.076
2009-07-02 22:00:00,3.88,3.81,3.66,3.47,141.02,140.65,139.55,137.8,8,27,7,0.0
2009-07-02 23:00:00,3.81,3.66,3.47,3.27,140.65,139.55,137.8,135.56,7,27,7,0.0
2009-07-03 00:00:00,3.66,3.47,3.27,3.06,139.55,137.8,135.56,128.81,6,27,7,0.0
2009-07-03 01:00:00,3.47,3.27,3.06,3.07,137.8,135.56,128.81,124.34,5,27,7,0.0
2009-07-03 02:00:00,3.27,3.06,3.07,3.68,135.56,128.81,124.34,125.48,4,27,7,0.0
2009-07-03 03:00:00,3.06,3.07,3.68,4.69,128.81,124.34,125.48,128.64,3,27,7,0.0
2009-07-03 04:00:00,3.07,3.68,4.69,5.78,124.34,125.48,128.64,131.16,2,27,7,0.0
2009-07-03 05:00:00,3.68,4.69,5.78,6.61,125.48,128.64,131.16,132.29,1,27,7,0.0
2009-07-03 06:00:00,4.69,5.78,6.61,6.93,128.64,131.16,132.29,132.05,0,27,7,0.354
2009-07-03 07:00:00,5.78,6.61,6.93,6.9,131.16,132.29,132.05,131.35,1,27,7,0.682
2009-07-03 08:00:00,6.61,6.93,6.9,6.75,132.29,132.05,131.35,131.26,2,27,7,0.429
2009-07-03 09:00:00,6.93,6.9,6.75,6.68,132.05,131.35,131.26,132.63,3,27,7,0.303
2009-07-03 10:00:00,6.9,6.75,6.68,6.74,131.35,131.26,132.63,134.85,4,27,7,0.22699999999999998
2009-07-03 11:00:00,6.75,6.68,6.74,6.88,131.26,132.63,134.85,136.97,5,27,7,0.429
2009-07-03 12:00:00,6.68,6.74,6.88,7.68,132.63,134.85,136.97,136.22,6,27,7,0.354
2009-07-03 13:00:00,6.74,6.88,7.68,7.92,134.85,136.97,136.22,134.97,7,27,7,0.253
2009-07-03 14:00:00,6.88,7.68,7.92,7.79,136.97,136.22,134.97,135.21,8,27,7,0.152
2009-07-03 15:00:00,7.68,7.92,7.79,7.39,136.22,134.97,135.21,136.68,9,27,7,0.177
2009-07-03 16:00:00,7.92,7.79,7.39,6.89,134.97,135.21,136.68,139.32,10,27,7,0.354
2009-07-03 17:00:00,7.79,7.39,6.89,6.47,135.21,136.68,139.32,142.92,11,27,7,0.278
2009-07-03 18:00:00,7.39,6.89,6.47,6.23,136.68,139.32,142.92,146.95,12,27,7,0.152
2009-07-03 19:00:00,6.89,6.47,6.23,6.11,139.32,142.92,146.95,150.95,11,27,7,0.126
2009-07-03 20:00:00,6.47,6.23,6.11,5.95,142.92,146.95,150.95,154.82,10,27,7,0.126
2009-07-03 21:00:00,6.23,6.11,5.95,5.68,146.95,150.95,154.82,158.6,9,27,7,0.126
2009-07-03 22:00:00,6.11,5.95,5.68,5.42,150.95,154.82,158.6,161.8,8,27,7,0.051
2009-07-03 23:00:00,5.95,5.68,5.42,5.35,154.82,158.6,161.8,163.28,7,27,7,0.051
2009-07-04 00:00:00,5.68,5.42,5.35,3.61,158.6,161.8,163.28,157.19,6,27,7,0.025
2009-07-04 01:00:00,5.42,5.35,3.61,3.46,161.8,163.28,157.19,156.48,5,27,7,0.0
2009-07-04 02:00:00,5.35,3.61,3.46,3.74,163.28,157.19,156.48,153.78,4,27,7,0.0
2009-07-04 03:00:00,3.61,3.46,3.74,4.28,157.19,156.48,153.78,150.49,3,27,7,0.0
2009-07-04 04:00:00,3.46,3.74,4.28,4.89,156.48,153.78,150.49,147.39,2,27,7,0.0
2009-07-04 05:00:00,3.74,4.28,4.89,5.32,153.78,150.49,147.39,144.44,1,27,7,0.025
2009-07-04 06:00:00,4.28,4.89,5.32,5.42,150.49,147.39,144.44,141.27,0,27,7,0.177
2009-07-04 07:00:00,4.89,5.32,5.42,5.35,147.39,144.44,141.27,138.04,1,27,7,0.22699999999999998
2009-07-04 08:00:00,5.32,5.42,5.35,5.31,144.44,141.27,138.04,135.51,2,27,7,0.10099999999999999
2009-07-04 09:00:00,5.42,5.35,5.31,5.44,141.27,138.04,135.51,134.53,3,27,7,0.051
2009-07-04 10:00:00,5.35,5.31,5.44,5.62,138.04,135.51,134.53,134.62,4,27,7,0.051
2009-07-04 11:00:00,5.31,5.44,5.62,5.65,135.51,134.53,134.62,134.93,5,27,7,0.025
2009-07-04 12:00:00,5.44,5.62,5.65,5.87,134.53,134.62,134.93,145.89,6,27,7,0.025
