date,ws-2,ws-1,ws,ws+1,wd-2,wd-1,wd,wd+1,hour_from_06,week,month,production
01-07-09 03:00,2.93,2.83,2.92,3.1,340.24,333.88,332.41,334.53,3,27,7,0.01
01-07-09 04:00,2.83,2.92,3.1,3.32,333.88,332.41,334.53,338.51,2,27,7,0.01
01-07-09 05:00,2.92,3.1,3.32,3.49,332.41,334.53,338.51,343.08,1,27,7,0.015
01-07-09 06:00,3.1,3.32,3.49,3.57,334.53,338.51,343.08,347.56,0,27,7,0.015
01-07-09 07:00,3.32,3.49,3.57,3.58,338.51,343.08,347.56,351.12,1,27,7,0.025
01-07-09 08:00,3.49,3.57,3.58,3.59,343.08,347.56,351.12,352.58,2,27,7,0.046
01-07-09 09:00,3.57,3.58,3.59,3.62,347.56,351.12,352.58,351.58,3,27,7,0.081
01-07-09 10:00,3.58,3.59,3.62,3.7,351.12,352.58,351.58,351.75,4,27,7,0.101
01-07-09 11:00,3.59,3.62,3.7,3.83,352.58,351.58,351.75,357.34,5,27,7,0.111
01-07-09 12:00,3.62,3.7,3.83,4.09,351.58,351.75,357.34,352.59,6,27,7,0.121
01-07-09 13:00,3.7,3.83,4.09,4.39,351.75,357.34,352.59,1.31,7,27,7,0.111
01-07-09 14:00,3.83,4.09,4.39,4.57,357.34,352.59,1.31,6.14,8,27,7,0.137
01-07-09 15:00,4.09,4.39,4.57,4.6,352.59,1.31,6.14,8.7,9,27,7,0.106
01-07-09 16:00,4.39,4.57,4.6,4.5,1.31,6.14,8.7,10.35,10,27,7,0.086
01-07-09 17:00,4.57,4.6,4.5,4.34,6.14,8.7,10.35,12.34,11,27,7,0.056
01-07-09 18:00,4.6,4.5,4.34,4.15,8.7,10.35,12.34,15.47,12,27,7,0.03
01-07-09 19:00,4.5,4.34,4.15,3.92,10.35,12.34,15.47,18.52,13,27,7,0.02
01-07-09 20:00,4.34,4.15,3.92,3.57,12.34,15.47,18.52,19.56,14,27,7,0
01-07-09 21:00,4.15,3.92,3.57,3.09,15.47,18.52,19.56,16.59,15,27,7,0.005
01-07-09 22:00,3.92,3.57,3.09,2.61,18.52,19.56,16.59,10.53,16,27,7,0.005
01-07-09 23:00,3.57,3.09,2.61,2.26,19.56,16.59,10.53,5.53,17,27,7,0.01
02-07-09 00:00,3.09,2.61,2.26,2.31,16.59,10.53,5.53,355.84,6,27,7,0
02-07-09 01:00,2.61,2.26,2.31,2.12,10.53,5.53,355.84,345.42,5,27,7,0
02-07-09 02:00,2.26,2.31,2.12,1.65,5.53,355.84,345.42,338.96,4,27,7,0
02-07-09 03:00,2.31,2.12,1.65,0.98,355.84,345.42,338.96,331.16,3,27,7,0
02-07-09 04:00,2.12,1.65,0.98,0.43,345.42,338.96,331.16,290.72,2,27,7,0
02-07-09 05:00,1.65,0.98,0.43,0.78,338.96,331.16,290.72,233.16,1,27,7,0.02
02-07-09 06:00,0.98,0.43,0.78,1.55,331.16,290.72,233.16,235.08,0,27,7,0.015
02-07-09 07:00,0.43,0.78,1.55,2.3,290.72,233.16,235.08,243.73,1,27,7,0.005
02-07-09 08:00,0.78,1.55,2.3,2.76,233.16,235.08,243.73,253.15,2,27,7,0
02-07-09 09:00,1.55,2.3,2.76,2.73,235.08,243.73,253.15,265.49,3,27,7,0
02-07-09 10:00,2.3,2.76,2.73,2.39,243.73,253.15,265.49,283.06,4,27,7,0
02-07-09 11:00,2.76,2.73,2.39,2,253.15,265.49,283.06,307.07,5,27,7,0
02-07-09 12:00,2.73,2.39,2,1.14,265.49,283.06,307.07,13.62,6,27,7,0
02-07-09 13:00,2.39,2,1.14,0.9,283.06,307.07,13.62,35.79,7,27,7,0
02-07-09 14:00,2,1.14,0.9,0.42,307.07,13.62,35.79,43,8,27,7,0
02-07-09 15:00,1.14,0.9,0.42,0.23,13.62,35.79,43,244.82,9,27,7,0
02-07-09 16:00,0.9,0.42,0.23,0.76,35.79,43,244.82,236.06,10,27,7,0
02-07-09 17:00,0.42,0.23,0.76,0.83,43,244.82,236.06,225.32,11,27,7,0
02-07-09 18:00,0.23,0.76,0.83,0.55,244.82,236.06,225.32,165.69,12,27,7,0.005
02-07-09 19:00,0.76,0.83,0.55,1.25,236.06,225.32,165.69,105.37,13,27,7,0
02-07-09 20:00,0.83,0.55,1.25,2.13,225.32,165.69,105.37,92.19,14,27,7,0
02-07-09 21:00,0.55,1.25,2.13,2.53,165.69,105.37,92.19,86.88,15,27,7,0
02-07-09 22:00,1.25,2.13,2.53,2.57,105.37,92.19,86.88,83.04,16,27,7,0
02-07-09 23:00,2.13,2.53,2.57,2.5,92.19,86.88,83.04,79.8,17,27,7,0.005
03-07-09 00:00,2.53,2.57,2.5,2.39,86.88,83.04,79.8,67.34,6,27,7,0
03-07-09 01:00,2.57,2.5,2.39,2.69,83.04,79.8,67.34,69.98,5,27,7,0.005
03-07-09 02:00,2.5,2.39,2.69,3,79.8,67.34,69.98,71.33,4,27,7,0.005
03-07-09 03:00,2.39,2.69,3,3.28,67.34,69.98,71.33,72.35,3,27,7,0.02
03-07-09 04:00,2.69,3,3.28,3.46,69.98,71.33,72.35,74.23,2,27,7,0.015
03-07-09 05:00,3,3.28,3.46,3.47,71.33,72.35,74.23,78.34,1,27,7,0.035
03-07-09 06:00,3.28,3.46,3.47,3.31,72.35,74.23,78.34,85.98,0,27,7,0.046
03-07-09 07:00,3.46,3.47,3.31,3.21,74.23,78.34,85.98,95.18,1,27,7,0.03
03-07-09 08:00,3.47,3.31,3.21,3.37,78.34,85.98,95.18,100.86,2,27,7,0.03
03-07-09 09:00,3.31,3.21,3.37,3.8,85.98,95.18,100.86,99.61,3,27,7,0.046
03-07-09 10:00,3.21,3.37,3.8,4.33,95.18,100.86,99.61,94.96,4,27,7,0.071
03-07-09 11:00,3.37,3.8,4.33,4.72,100.86,99.61,94.96,90,5,27,7,0.071
03-07-09 12:00,3.8,4.33,4.72,5.78,99.61,94.96,90,84.16,6,27,7,0.091
03-07-09 13:00,4.33,4.72,5.78,5.89,94.96,90,84.16,83.63,7,27,7,0.121
03-07-09 14:00,4.72,5.78,5.89,5.7,90,84.16,83.63,81.11,8,27,7,0.126
03-07-09 15:00,5.78,5.89,5.7,5.32,84.16,83.63,81.11,77.15,9,27,7,0.066
03-07-09 16:00,5.89,5.7,5.32,4.9,83.63,81.11,77.15,73.05,10,27,7,0.106
03-07-09 17:00,5.7,5.32,4.9,4.55,81.11,77.15,73.05,71.06,11,27,7,0.157
03-07-09 18:00,5.32,4.9,4.55,4.33,77.15,73.05,71.06,73.39,12,27,7,0.238
